center,left,right,steering,throttle,brake,speed
normal\IMG\center_2018_04_20_14_41_49_082.jpg,normal\IMG\left_2018_04_20_14_41_49_082.jpg,normal\IMG\right_2018_04_20_14_41_49_082.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_41_49_199.jpg,normal\IMG\left_2018_04_20_14_41_49_199.jpg,normal\IMG\right_2018_04_20_14_41_49_199.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_14_41_49_319.jpg,normal\IMG\left_2018_04_20_14_41_49_319.jpg,normal\IMG\right_2018_04_20_14_41_49_319.jpg,0.0,1.0,0,30.18957
normal\IMG\center_2018_04_20_14_41_49_439.jpg,normal\IMG\left_2018_04_20_14_41_49_439.jpg,normal\IMG\right_2018_04_20_14_41_49_439.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_14_41_49_559.jpg,normal\IMG\left_2018_04_20_14_41_49_559.jpg,normal\IMG\right_2018_04_20_14_41_49_559.jpg,0.0,1.0,0,30.19021
normal\IMG\center_2018_04_20_14_41_49_628.jpg,normal\IMG\left_2018_04_20_14_41_49_628.jpg,normal\IMG\right_2018_04_20_14_41_49_628.jpg,-0.15,1.0,0,30.18405
normal\IMG\center_2018_04_20_14_41_49_732.jpg,normal\IMG\left_2018_04_20_14_41_49_732.jpg,normal\IMG\right_2018_04_20_14_41_49_732.jpg,-0.1863497,1.0,0,30.1854
normal\IMG\center_2018_04_20_14_41_49_801.jpg,normal\IMG\left_2018_04_20_14_41_49_801.jpg,normal\IMG\right_2018_04_20_14_41_49_801.jpg,0.0,1.0,0,30.18967
normal\IMG\center_2018_04_20_14_41_49_905.jpg,normal\IMG\left_2018_04_20_14_41_49_905.jpg,normal\IMG\right_2018_04_20_14_41_49_905.jpg,0.0,1.0,0,30.19021
normal\IMG\center_2018_04_20_14_41_50_016.jpg,normal\IMG\left_2018_04_20_14_41_50_016.jpg,normal\IMG\right_2018_04_20_14_41_50_016.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_14_41_50_132.jpg,normal\IMG\left_2018_04_20_14_41_50_132.jpg,normal\IMG\right_2018_04_20_14_41_50_132.jpg,0.0,1.0,0,30.19023
normal\IMG\center_2018_04_20_14_41_50_255.jpg,normal\IMG\left_2018_04_20_14_41_50_255.jpg,normal\IMG\right_2018_04_20_14_41_50_255.jpg,0.0,1.0,0,30.18986
normal\IMG\center_2018_04_20_14_41_50_368.jpg,normal\IMG\left_2018_04_20_14_41_50_368.jpg,normal\IMG\right_2018_04_20_14_41_50_368.jpg,-0.3,1.0,0,30.1693
normal\IMG\center_2018_04_20_14_41_50_483.jpg,normal\IMG\left_2018_04_20_14_41_50_483.jpg,normal\IMG\right_2018_04_20_14_41_50_483.jpg,-0.6000001,1.0,0,30.13308
normal\IMG\center_2018_04_20_14_41_50_594.jpg,normal\IMG\left_2018_04_20_14_41_50_594.jpg,normal\IMG\right_2018_04_20_14_41_50_594.jpg,-0.3496704,1.0,0,30.19217
normal\IMG\center_2018_04_20_14_41_50_709.jpg,normal\IMG\left_2018_04_20_14_41_50_709.jpg,normal\IMG\right_2018_04_20_14_41_50_709.jpg,-0.005225554,1.0,0,30.18709
normal\IMG\center_2018_04_20_14_41_50_813.jpg,normal\IMG\left_2018_04_20_14_41_50_813.jpg,normal\IMG\right_2018_04_20_14_41_50_813.jpg,0.0,1.0,0,30.1897
normal\IMG\center_2018_04_20_14_41_50_927.jpg,normal\IMG\left_2018_04_20_14_41_50_927.jpg,normal\IMG\right_2018_04_20_14_41_50_927.jpg,-0.15,1.0,0,30.18654
normal\IMG\center_2018_04_20_14_41_51_048.jpg,normal\IMG\left_2018_04_20_14_41_51_048.jpg,normal\IMG\right_2018_04_20_14_41_51_048.jpg,-0.13847479999999998,1.0,0,30.189390000000003
normal\IMG\center_2018_04_20_14_41_51_148.jpg,normal\IMG\left_2018_04_20_14_41_51_148.jpg,normal\IMG\right_2018_04_20_14_41_51_148.jpg,0.0,1.0,0,30.19006
normal\IMG\center_2018_04_20_14_41_51_257.jpg,normal\IMG\left_2018_04_20_14_41_51_257.jpg,normal\IMG\right_2018_04_20_14_41_51_257.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_14_41_51_367.jpg,normal\IMG\left_2018_04_20_14_41_51_367.jpg,normal\IMG\right_2018_04_20_14_41_51_367.jpg,-0.3,1.0,0,30.17047
normal\IMG\center_2018_04_20_14_41_51_478.jpg,normal\IMG\left_2018_04_20_14_41_51_478.jpg,normal\IMG\right_2018_04_20_14_41_51_478.jpg,-0.31976720000000003,1.0,0,30.18416
normal\IMG\center_2018_04_20_14_41_51_589.jpg,normal\IMG\left_2018_04_20_14_41_51_589.jpg,normal\IMG\right_2018_04_20_14_41_51_589.jpg,0.0,1.0,0,30.18853
normal\IMG\center_2018_04_20_14_41_51_709.jpg,normal\IMG\left_2018_04_20_14_41_51_709.jpg,normal\IMG\right_2018_04_20_14_41_51_709.jpg,0.0,1.0,0,30.19019
normal\IMG\center_2018_04_20_14_41_51_817.jpg,normal\IMG\left_2018_04_20_14_41_51_817.jpg,normal\IMG\right_2018_04_20_14_41_51_817.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_14_41_51_916.jpg,normal\IMG\left_2018_04_20_14_41_51_916.jpg,normal\IMG\right_2018_04_20_14_41_51_916.jpg,-0.25,1.0,0,30.17574
normal\IMG\center_2018_04_20_14_41_52_028.jpg,normal\IMG\left_2018_04_20_14_41_52_028.jpg,normal\IMG\right_2018_04_20_14_41_52_028.jpg,0.0,1.0,0,30.1899
normal\IMG\center_2018_04_20_14_41_52_141.jpg,normal\IMG\left_2018_04_20_14_41_52_141.jpg,normal\IMG\right_2018_04_20_14_41_52_141.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_14_41_52_255.jpg,normal\IMG\left_2018_04_20_14_41_52_255.jpg,normal\IMG\right_2018_04_20_14_41_52_255.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_14_41_52_369.jpg,normal\IMG\left_2018_04_20_14_41_52_369.jpg,normal\IMG\right_2018_04_20_14_41_52_369.jpg,-0.15,1.0,0,30.1842
normal\IMG\center_2018_04_20_14_41_52_484.jpg,normal\IMG\left_2018_04_20_14_41_52_484.jpg,normal\IMG\right_2018_04_20_14_41_52_484.jpg,-0.17588470000000006,1.0,0,30.18722
normal\IMG\center_2018_04_20_14_41_52_599.jpg,normal\IMG\left_2018_04_20_14_41_52_599.jpg,normal\IMG\right_2018_04_20_14_41_52_599.jpg,0.0,1.0,0,30.18992
normal\IMG\center_2018_04_20_14_41_52_670.jpg,normal\IMG\left_2018_04_20_14_41_52_670.jpg,normal\IMG\right_2018_04_20_14_41_52_670.jpg,0.0,1.0,0,30.1901
normal\IMG\center_2018_04_20_14_41_52_783.jpg,normal\IMG\left_2018_04_20_14_41_52_783.jpg,normal\IMG\right_2018_04_20_14_41_52_783.jpg,-0.3,1.0,0,30.17098
normal\IMG\center_2018_04_20_14_41_52_887.jpg,normal\IMG\left_2018_04_20_14_41_52_887.jpg,normal\IMG\right_2018_04_20_14_41_52_887.jpg,-0.0125948,1.0,0,30.18952
normal\IMG\center_2018_04_20_14_41_53_018.jpg,normal\IMG\left_2018_04_20_14_41_53_018.jpg,normal\IMG\right_2018_04_20_14_41_53_018.jpg,0.0,1.0,0,30.18956
normal\IMG\center_2018_04_20_14_41_53_123.jpg,normal\IMG\left_2018_04_20_14_41_53_123.jpg,normal\IMG\right_2018_04_20_14_41_53_123.jpg,-0.15,1.0,0,30.18531
normal\IMG\center_2018_04_20_14_41_53_239.jpg,normal\IMG\left_2018_04_20_14_41_53_239.jpg,normal\IMG\right_2018_04_20_14_41_53_239.jpg,-0.45,1.0,0,30.15286
normal\IMG\center_2018_04_20_14_41_53_357.jpg,normal\IMG\left_2018_04_20_14_41_53_357.jpg,normal\IMG\right_2018_04_20_14_41_53_357.jpg,-0.1732803,1.0,0,30.19169
normal\IMG\center_2018_04_20_14_41_53_473.jpg,normal\IMG\left_2018_04_20_14_41_53_473.jpg,normal\IMG\right_2018_04_20_14_41_53_473.jpg,0.0,1.0,0,30.18892
normal\IMG\center_2018_04_20_14_41_53_591.jpg,normal\IMG\left_2018_04_20_14_41_53_591.jpg,normal\IMG\right_2018_04_20_14_41_53_591.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_14_41_53_663.jpg,normal\IMG\left_2018_04_20_14_41_53_663.jpg,normal\IMG\right_2018_04_20_14_41_53_663.jpg,0.0,1.0,0,30.190790000000003
normal\IMG\center_2018_04_20_14_41_53_759.jpg,normal\IMG\left_2018_04_20_14_41_53_759.jpg,normal\IMG\right_2018_04_20_14_41_53_759.jpg,-0.25,1.0,0,30.17583
normal\IMG\center_2018_04_20_14_41_53_878.jpg,normal\IMG\left_2018_04_20_14_41_53_878.jpg,normal\IMG\right_2018_04_20_14_41_53_878.jpg,0.0,1.0,0,30.18969
normal\IMG\center_2018_04_20_14_41_53_955.jpg,normal\IMG\left_2018_04_20_14_41_53_955.jpg,normal\IMG\right_2018_04_20_14_41_53_955.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_14_41_54_059.jpg,normal\IMG\left_2018_04_20_14_41_54_059.jpg,normal\IMG\right_2018_04_20_14_41_54_059.jpg,0.0,1.0,0,30.19021
normal\IMG\center_2018_04_20_14_41_54_175.jpg,normal\IMG\left_2018_04_20_14_41_54_175.jpg,normal\IMG\right_2018_04_20_14_41_54_175.jpg,0.0,1.0,0,30.19053
normal\IMG\center_2018_04_20_14_41_54_295.jpg,normal\IMG\left_2018_04_20_14_41_54_295.jpg,normal\IMG\right_2018_04_20_14_41_54_295.jpg,-0.15,1.0,0,30.18434
normal\IMG\center_2018_04_20_14_41_54_404.jpg,normal\IMG\left_2018_04_20_14_41_54_404.jpg,normal\IMG\right_2018_04_20_14_41_54_404.jpg,0.0,1.0,0,30.18979
normal\IMG\center_2018_04_20_14_41_54_523.jpg,normal\IMG\left_2018_04_20_14_41_54_523.jpg,normal\IMG\right_2018_04_20_14_41_54_523.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_14_41_54_641.jpg,normal\IMG\left_2018_04_20_14_41_54_641.jpg,normal\IMG\right_2018_04_20_14_41_54_641.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_14_41_54_760.jpg,normal\IMG\left_2018_04_20_14_41_54_760.jpg,normal\IMG\right_2018_04_20_14_41_54_760.jpg,-0.15,1.0,0,30.18431
normal\IMG\center_2018_04_20_14_41_54_832.jpg,normal\IMG\left_2018_04_20_14_41_54_832.jpg,normal\IMG\right_2018_04_20_14_41_54_832.jpg,0.0,1.0,0,30.18991
normal\IMG\center_2018_04_20_14_41_54_953.jpg,normal\IMG\left_2018_04_20_14_41_54_953.jpg,normal\IMG\right_2018_04_20_14_41_54_953.jpg,0.0,1.0,0,30.19007
normal\IMG\center_2018_04_20_14_41_55_065.jpg,normal\IMG\left_2018_04_20_14_41_55_065.jpg,normal\IMG\right_2018_04_20_14_41_55_065.jpg,-0.15,1.0,0,30.18421
normal\IMG\center_2018_04_20_14_41_55_133.jpg,normal\IMG\left_2018_04_20_14_41_55_133.jpg,normal\IMG\right_2018_04_20_14_41_55_133.jpg,-0.3,1.0,0,30.16965
normal\IMG\center_2018_04_20_14_41_55_257.jpg,normal\IMG\left_2018_04_20_14_41_55_257.jpg,normal\IMG\right_2018_04_20_14_41_55_257.jpg,-0.3853930999999999,1.0,0,30.17397
normal\IMG\center_2018_04_20_14_41_55_371.jpg,normal\IMG\left_2018_04_20_14_41_55_371.jpg,normal\IMG\right_2018_04_20_14_41_55_371.jpg,-0.04320488,1.0,0,30.18973
normal\IMG\center_2018_04_20_14_41_55_444.jpg,normal\IMG\left_2018_04_20_14_41_55_444.jpg,normal\IMG\right_2018_04_20_14_41_55_444.jpg,0.0,1.0,0,30.189290000000003
normal\IMG\center_2018_04_20_14_41_55_565.jpg,normal\IMG\left_2018_04_20_14_41_55_565.jpg,normal\IMG\right_2018_04_20_14_41_55_565.jpg,-0.3,1.0,0,30.173790000000004
normal\IMG\center_2018_04_20_14_41_55_690.jpg,normal\IMG\left_2018_04_20_14_41_55_690.jpg,normal\IMG\right_2018_04_20_14_41_55_690.jpg,0.0,1.0,0,30.189390000000003
normal\IMG\center_2018_04_20_14_41_55_803.jpg,normal\IMG\left_2018_04_20_14_41_55_803.jpg,normal\IMG\right_2018_04_20_14_41_55_803.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_14_41_55_927.jpg,normal\IMG\left_2018_04_20_14_41_55_927.jpg,normal\IMG\right_2018_04_20_14_41_55_927.jpg,0.0,1.0,0,30.19036
normal\IMG\center_2018_04_20_14_41_55_996.jpg,normal\IMG\left_2018_04_20_14_41_55_996.jpg,normal\IMG\right_2018_04_20_14_41_55_996.jpg,0.0,1.0,0,30.19034000000001
normal\IMG\center_2018_04_20_14_41_56_109.jpg,normal\IMG\left_2018_04_20_14_41_56_109.jpg,normal\IMG\right_2018_04_20_14_41_56_109.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_14_41_56_247.jpg,normal\IMG\left_2018_04_20_14_41_56_247.jpg,normal\IMG\right_2018_04_20_14_41_56_247.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_14_41_56_372.jpg,normal\IMG\left_2018_04_20_14_41_56_372.jpg,normal\IMG\right_2018_04_20_14_41_56_372.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_14_41_56_494.jpg,normal\IMG\left_2018_04_20_14_41_56_494.jpg,normal\IMG\right_2018_04_20_14_41_56_494.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_14_41_56_621.jpg,normal\IMG\left_2018_04_20_14_41_56_621.jpg,normal\IMG\right_2018_04_20_14_41_56_621.jpg,0.2,1.0,0,30.1799
normal\IMG\center_2018_04_20_14_41_56_739.jpg,normal\IMG\left_2018_04_20_14_41_56_739.jpg,normal\IMG\right_2018_04_20_14_41_56_739.jpg,0.0,1.0,0,30.19024000000001
normal\IMG\center_2018_04_20_14_41_56_871.jpg,normal\IMG\left_2018_04_20_14_41_56_871.jpg,normal\IMG\right_2018_04_20_14_41_56_871.jpg,0.0,1.0,0,30.19024000000001
normal\IMG\center_2018_04_20_14_41_56_938.jpg,normal\IMG\left_2018_04_20_14_41_56_938.jpg,normal\IMG\right_2018_04_20_14_41_56_938.jpg,0.0,1.0,0,30.19001
normal\IMG\center_2018_04_20_14_41_57_006.jpg,normal\IMG\left_2018_04_20_14_41_57_006.jpg,normal\IMG\right_2018_04_20_14_41_57_006.jpg,0.0,1.0,0,30.19003
normal\IMG\center_2018_04_20_14_41_57_144.jpg,normal\IMG\left_2018_04_20_14_41_57_144.jpg,normal\IMG\right_2018_04_20_14_41_57_144.jpg,0.0,1.0,0,30.19019
normal\IMG\center_2018_04_20_14_41_57_211.jpg,normal\IMG\left_2018_04_20_14_41_57_211.jpg,normal\IMG\right_2018_04_20_14_41_57_211.jpg,0.0,1.0,0,30.19021
normal\IMG\center_2018_04_20_14_41_57_295.jpg,normal\IMG\left_2018_04_20_14_41_57_295.jpg,normal\IMG\right_2018_04_20_14_41_57_295.jpg,0.0,1.0,0,30.19019
normal\IMG\center_2018_04_20_14_41_57_435.jpg,normal\IMG\left_2018_04_20_14_41_57_435.jpg,normal\IMG\right_2018_04_20_14_41_57_435.jpg,0.2,1.0,0,30.18035
normal\IMG\center_2018_04_20_14_41_57_562.jpg,normal\IMG\left_2018_04_20_14_41_57_562.jpg,normal\IMG\right_2018_04_20_14_41_57_562.jpg,0.2080048,1.0,0,30.18756
normal\IMG\center_2018_04_20_14_41_57_645.jpg,normal\IMG\left_2018_04_20_14_41_57_645.jpg,normal\IMG\right_2018_04_20_14_41_57_645.jpg,0.0,1.0,0,30.18942
normal\IMG\center_2018_04_20_14_41_57_775.jpg,normal\IMG\left_2018_04_20_14_41_57_775.jpg,normal\IMG\right_2018_04_20_14_41_57_775.jpg,0.0,1.0,0,30.19026
normal\IMG\center_2018_04_20_14_41_57_846.jpg,normal\IMG\left_2018_04_20_14_41_57_846.jpg,normal\IMG\right_2018_04_20_14_41_57_846.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_14_41_57_915.jpg,normal\IMG\left_2018_04_20_14_41_57_915.jpg,normal\IMG\right_2018_04_20_14_41_57_915.jpg,0.0,1.0,0,30.190040000000003
normal\IMG\center_2018_04_20_14_41_57_987.jpg,normal\IMG\left_2018_04_20_14_41_57_987.jpg,normal\IMG\right_2018_04_20_14_41_57_987.jpg,0.0,1.0,0,30.19025
normal\IMG\center_2018_04_20_14_41_58_112.jpg,normal\IMG\left_2018_04_20_14_41_58_112.jpg,normal\IMG\right_2018_04_20_14_41_58_112.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_14_41_58_239.jpg,normal\IMG\left_2018_04_20_14_41_58_239.jpg,normal\IMG\right_2018_04_20_14_41_58_239.jpg,-0.35,1.0,0,30.16348
normal\IMG\center_2018_04_20_14_41_58_309.jpg,normal\IMG\left_2018_04_20_14_41_58_309.jpg,normal\IMG\right_2018_04_20_14_41_58_309.jpg,-0.17013440000000002,1.0,0,30.18813
normal\IMG\center_2018_04_20_14_41_58_424.jpg,normal\IMG\left_2018_04_20_14_41_58_424.jpg,normal\IMG\right_2018_04_20_14_41_58_424.jpg,0.0,1.0,0,30.189840000000004
normal\IMG\center_2018_04_20_14_41_58_496.jpg,normal\IMG\left_2018_04_20_14_41_58_496.jpg,normal\IMG\right_2018_04_20_14_41_58_496.jpg,0.0,1.0,0,30.19016
normal\IMG\center_2018_04_20_14_41_58_615.jpg,normal\IMG\left_2018_04_20_14_41_58_615.jpg,normal\IMG\right_2018_04_20_14_41_58_615.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_14_41_58_727.jpg,normal\IMG\left_2018_04_20_14_41_58_727.jpg,normal\IMG\right_2018_04_20_14_41_58_727.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_14_41_58_854.jpg,normal\IMG\left_2018_04_20_14_41_58_854.jpg,normal\IMG\right_2018_04_20_14_41_58_854.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_14_41_58_966.jpg,normal\IMG\left_2018_04_20_14_41_58_966.jpg,normal\IMG\right_2018_04_20_14_41_58_966.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_14_41_59_075.jpg,normal\IMG\left_2018_04_20_14_41_59_075.jpg,normal\IMG\right_2018_04_20_14_41_59_075.jpg,0.0,1.0,0,30.19026
normal\IMG\center_2018_04_20_14_41_59_185.jpg,normal\IMG\left_2018_04_20_14_41_59_185.jpg,normal\IMG\right_2018_04_20_14_41_59_185.jpg,-0.15,1.0,0,30.18419
normal\IMG\center_2018_04_20_14_41_59_298.jpg,normal\IMG\left_2018_04_20_14_41_59_298.jpg,normal\IMG\right_2018_04_20_14_41_59_298.jpg,-0.17553310000000005,1.0,0,30.18904
normal\IMG\center_2018_04_20_14_41_59_408.jpg,normal\IMG\left_2018_04_20_14_41_59_408.jpg,normal\IMG\right_2018_04_20_14_41_59_408.jpg,0.0,1.0,0,30.18978
normal\IMG\center_2018_04_20_14_41_59_519.jpg,normal\IMG\left_2018_04_20_14_41_59_519.jpg,normal\IMG\right_2018_04_20_14_41_59_519.jpg,0.0,1.0,0,30.19033
normal\IMG\center_2018_04_20_14_41_59_631.jpg,normal\IMG\left_2018_04_20_14_41_59_631.jpg,normal\IMG\right_2018_04_20_14_41_59_631.jpg,0.0,1.0,0,30.19003
normal\IMG\center_2018_04_20_14_41_59_741.jpg,normal\IMG\left_2018_04_20_14_41_59_741.jpg,normal\IMG\right_2018_04_20_14_41_59_741.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_14_41_59_854.jpg,normal\IMG\left_2018_04_20_14_41_59_854.jpg,normal\IMG\right_2018_04_20_14_41_59_854.jpg,-0.15,1.0,0,30.18442000000001
normal\IMG\center_2018_04_20_14_41_59_963.jpg,normal\IMG\left_2018_04_20_14_41_59_963.jpg,normal\IMG\right_2018_04_20_14_41_59_963.jpg,-0.45,1.0,0,30.15241
normal\IMG\center_2018_04_20_14_42_00_075.jpg,normal\IMG\left_2018_04_20_14_42_00_075.jpg,normal\IMG\right_2018_04_20_14_42_00_075.jpg,-0.16260479999999994,1.0,0,30.1922
normal\IMG\center_2018_04_20_14_42_00_187.jpg,normal\IMG\left_2018_04_20_14_42_00_187.jpg,normal\IMG\right_2018_04_20_14_42_00_187.jpg,0.0,1.0,0,30.18975
normal\IMG\center_2018_04_20_14_42_00_296.jpg,normal\IMG\left_2018_04_20_14_42_00_296.jpg,normal\IMG\right_2018_04_20_14_42_00_296.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_14_42_00_414.jpg,normal\IMG\left_2018_04_20_14_42_00_414.jpg,normal\IMG\right_2018_04_20_14_42_00_414.jpg,0.0,1.0,0,30.19086
normal\IMG\center_2018_04_20_14_42_00_532.jpg,normal\IMG\left_2018_04_20_14_42_00_532.jpg,normal\IMG\right_2018_04_20_14_42_00_532.jpg,0.0,1.0,0,30.19017
normal\IMG\center_2018_04_20_14_42_00_648.jpg,normal\IMG\left_2018_04_20_14_42_00_648.jpg,normal\IMG\right_2018_04_20_14_42_00_648.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_14_42_00_770.jpg,normal\IMG\left_2018_04_20_14_42_00_770.jpg,normal\IMG\right_2018_04_20_14_42_00_770.jpg,0.0,1.0,0,30.07024
normal\IMG\center_2018_04_20_14_42_00_881.jpg,normal\IMG\left_2018_04_20_14_42_00_881.jpg,normal\IMG\right_2018_04_20_14_42_00_881.jpg,0.0,1.0,0,30.14653
normal\IMG\center_2018_04_20_14_42_00_993.jpg,normal\IMG\left_2018_04_20_14_42_00_993.jpg,normal\IMG\right_2018_04_20_14_42_00_993.jpg,0.15,1.0,0,30.06305
normal\IMG\center_2018_04_20_14_42_01_113.jpg,normal\IMG\left_2018_04_20_14_42_01_113.jpg,normal\IMG\right_2018_04_20_14_42_01_113.jpg,0.0,1.0,0,30.1706
normal\IMG\center_2018_04_20_14_42_01_227.jpg,normal\IMG\left_2018_04_20_14_42_01_227.jpg,normal\IMG\right_2018_04_20_14_42_01_227.jpg,0.0,1.0,0,30.18877
normal\IMG\center_2018_04_20_14_42_01_343.jpg,normal\IMG\left_2018_04_20_14_42_01_343.jpg,normal\IMG\right_2018_04_20_14_42_01_343.jpg,0.0,1.0,0,30.19092
normal\IMG\center_2018_04_20_14_42_01_464.jpg,normal\IMG\left_2018_04_20_14_42_01_464.jpg,normal\IMG\right_2018_04_20_14_42_01_464.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_14_42_01_588.jpg,normal\IMG\left_2018_04_20_14_42_01_588.jpg,normal\IMG\right_2018_04_20_14_42_01_588.jpg,0.0,1.0,0,30.19001
normal\IMG\center_2018_04_20_14_42_01_709.jpg,normal\IMG\left_2018_04_20_14_42_01_709.jpg,normal\IMG\right_2018_04_20_14_42_01_709.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_01_830.jpg,normal\IMG\left_2018_04_20_14_42_01_830.jpg,normal\IMG\right_2018_04_20_14_42_01_830.jpg,0.0,1.0,0,30.189940000000004
normal\IMG\center_2018_04_20_14_42_01_953.jpg,normal\IMG\left_2018_04_20_14_42_01_953.jpg,normal\IMG\right_2018_04_20_14_42_01_953.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_02_073.jpg,normal\IMG\left_2018_04_20_14_42_02_073.jpg,normal\IMG\right_2018_04_20_14_42_02_073.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_02_149.jpg,normal\IMG\left_2018_04_20_14_42_02_149.jpg,normal\IMG\right_2018_04_20_14_42_02_149.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_02_259.jpg,normal\IMG\left_2018_04_20_14_42_02_259.jpg,normal\IMG\right_2018_04_20_14_42_02_259.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_02_338.jpg,normal\IMG\left_2018_04_20_14_42_02_338.jpg,normal\IMG\right_2018_04_20_14_42_02_338.jpg,0.0,1.0,0,30.189940000000004
normal\IMG\center_2018_04_20_14_42_02_453.jpg,normal\IMG\left_2018_04_20_14_42_02_453.jpg,normal\IMG\right_2018_04_20_14_42_02_453.jpg,0.0,1.0,0,30.189940000000004
normal\IMG\center_2018_04_20_14_42_02_520.jpg,normal\IMG\left_2018_04_20_14_42_02_520.jpg,normal\IMG\right_2018_04_20_14_42_02_520.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_02_643.jpg,normal\IMG\left_2018_04_20_14_42_02_643.jpg,normal\IMG\right_2018_04_20_14_42_02_643.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_02_718.jpg,normal\IMG\left_2018_04_20_14_42_02_718.jpg,normal\IMG\right_2018_04_20_14_42_02_718.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_02_848.jpg,normal\IMG\left_2018_04_20_14_42_02_848.jpg,normal\IMG\right_2018_04_20_14_42_02_848.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_02_964.jpg,normal\IMG\left_2018_04_20_14_42_02_964.jpg,normal\IMG\right_2018_04_20_14_42_02_964.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_03_091.jpg,normal\IMG\left_2018_04_20_14_42_03_091.jpg,normal\IMG\right_2018_04_20_14_42_03_091.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_03_218.jpg,normal\IMG\left_2018_04_20_14_42_03_218.jpg,normal\IMG\right_2018_04_20_14_42_03_218.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_03_353.jpg,normal\IMG\left_2018_04_20_14_42_03_353.jpg,normal\IMG\right_2018_04_20_14_42_03_353.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_03_472.jpg,normal\IMG\left_2018_04_20_14_42_03_472.jpg,normal\IMG\right_2018_04_20_14_42_03_472.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_14_42_03_604.jpg,normal\IMG\left_2018_04_20_14_42_03_604.jpg,normal\IMG\right_2018_04_20_14_42_03_604.jpg,0.0,1.0,0,30.189940000000004
normal\IMG\center_2018_04_20_14_42_03_747.jpg,normal\IMG\left_2018_04_20_14_42_03_747.jpg,normal\IMG\right_2018_04_20_14_42_03_747.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_03_854.jpg,normal\IMG\left_2018_04_20_14_42_03_854.jpg,normal\IMG\right_2018_04_20_14_42_03_854.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_03_929.jpg,normal\IMG\left_2018_04_20_14_42_03_929.jpg,normal\IMG\right_2018_04_20_14_42_03_929.jpg,0.0,1.0,0,30.18993
normal\IMG\center_2018_04_20_14_42_04_057.jpg,normal\IMG\left_2018_04_20_14_42_04_057.jpg,normal\IMG\right_2018_04_20_14_42_04_057.jpg,0.0,1.0,0,30.18995
normal\IMG\center_2018_04_20_14_42_04_175.jpg,normal\IMG\left_2018_04_20_14_42_04_175.jpg,normal\IMG\right_2018_04_20_14_42_04_175.jpg,0.0,1.0,0,30.18996
