center,left,right,speed,steering,throttle,brake
recovery\IMG\center_2018_04_19_16_48_25_267.jpg,recovery\IMG\left_2018_04_19_16_48_25_267.jpg,recovery\IMG\right_2018_04_19_16_48_25_267.jpg,18.34478,0,0,0
recovery\IMG\center_2018_04_19_16_48_25_401.jpg,recovery\IMG\left_2018_04_19_16_48_25_401.jpg,recovery\IMG\right_2018_04_19_16_48_25_401.jpg,18.02773,0,0,0
recovery\IMG\center_2018_04_19_16_48_25_524.jpg,recovery\IMG\left_2018_04_19_16_48_25_524.jpg,recovery\IMG\right_2018_04_19_16_48_25_524.jpg,17.93502,0,0.1890298,0
recovery\IMG\center_2018_04_19_16_48_25_606.jpg,recovery\IMG\left_2018_04_19_16_48_25_606.jpg,recovery\IMG\right_2018_04_19_16_48_25_606.jpg,18.20568,0,0.431967,0
recovery\IMG\center_2018_04_19_20_36_41_206.jpg,recovery\IMG\left_2018_04_19_20_36_41_206.jpg,recovery\IMG\right_2018_04_19_20_36_41_206.jpg,0.2887232,0,0.7067178,0
recovery\IMG\center_2018_04_19_20_36_41_284.jpg,recovery\IMG\left_2018_04_19_20_36_41_284.jpg,recovery\IMG\right_2018_04_19_20_36_41_284.jpg,1.011096,0,0.9428374,0
recovery\IMG\center_2018_04_19_20_36_41_364.jpg,recovery\IMG\left_2018_04_19_20_36_41_364.jpg,recovery\IMG\right_2018_04_19_20_36_41_364.jpg,1.880725,0,1,0
recovery\IMG\center_2018_04_19_20_36_41_438.jpg,recovery\IMG\left_2018_04_19_20_36_41_438.jpg,recovery\IMG\right_2018_04_19_20_36_41_438.jpg,2.730209,-0.2,1,0
recovery\IMG\center_2018_04_19_20_36_41_515.jpg,recovery\IMG\left_2018_04_19_20_36_41_515.jpg,recovery\IMG\right_2018_04_19_20_36_41_515.jpg,3.623573,-0.4,1,0
recovery\IMG\center_2018_04_19_20_36_41_595.jpg,recovery\IMG\left_2018_04_19_20_36_41_595.jpg,recovery\IMG\right_2018_04_19_20_36_41_595.jpg,4.529908,-0.6000001,1,0
recovery\IMG\center_2018_04_19_20_36_41_672.jpg,recovery\IMG\left_2018_04_19_20_36_41_672.jpg,recovery\IMG\right_2018_04_19_20_36_41_672.jpg,5.40754,-0.8000001,1,0
recovery\IMG\center_2018_04_19_20_36_41_748.jpg,recovery\IMG\left_2018_04_19_20_36_41_748.jpg,recovery\IMG\right_2018_04_19_20_36_41_748.jpg,6.042066,-0.9500002,1,0
recovery\IMG\center_2018_04_19_20_36_41_826.jpg,recovery\IMG\left_2018_04_19_20_36_41_826.jpg,recovery\IMG\right_2018_04_19_20_36_41_826.jpg,6.886669,-1,1,0
recovery\IMG\center_2018_04_19_20_36_41_904.jpg,recovery\IMG\left_2018_04_19_20_36_41_904.jpg,recovery\IMG\right_2018_04_19_20_36_41_904.jpg,7.749801,-1,1,0
recovery\IMG\center_2018_04_19_20_36_41_980.jpg,recovery\IMG\left_2018_04_19_20_36_41_980.jpg,recovery\IMG\right_2018_04_19_20_36_41_980.jpg,8.610443,-1,1,0
recovery\IMG\center_2018_04_19_20_36_42_056.jpg,recovery\IMG\left_2018_04_19_20_36_42_056.jpg,recovery\IMG\right_2018_04_19_20_36_42_056.jpg,9.46524,-1,1,0
recovery\IMG\center_2018_04_19_20_36_42_134.jpg,recovery\IMG\left_2018_04_19_20_36_42_134.jpg,recovery\IMG\right_2018_04_19_20_36_42_134.jpg,10.31364,-1,1,0
recovery\IMG\center_2018_04_19_20_36_42_212.jpg,recovery\IMG\left_2018_04_19_20_36_42_212.jpg,recovery\IMG\right_2018_04_19_20_36_42_212.jpg,11.15556,-1,1,0
recovery\IMG\center_2018_04_19_20_36_42_288.jpg,recovery\IMG\left_2018_04_19_20_36_42_288.jpg,recovery\IMG\right_2018_04_19_20_36_42_288.jpg,11.87804,-1,1,0
recovery\IMG\center_2018_04_19_20_36_42_363.jpg,recovery\IMG\left_2018_04_19_20_36_42_363.jpg,recovery\IMG\right_2018_04_19_20_36_42_363.jpg,12.41973,-1,0.7742378,0
recovery\IMG\center_2018_04_19_20_36_42_447.jpg,recovery\IMG\left_2018_04_19_20_36_42_447.jpg,recovery\IMG\right_2018_04_19_20_36_42_447.jpg,12.8211,-0.7729201,0.5471579,0
recovery\IMG\center_2018_04_19_20_36_42_524.jpg,recovery\IMG\left_2018_04_19_20_36_42_524.jpg,recovery\IMG\right_2018_04_19_20_36_42_524.jpg,13.2632,-0.5441878,0.3184256,0
recovery\IMG\center_2018_04_19_20_36_42_598.jpg,recovery\IMG\left_2018_04_19_20_36_42_598.jpg,recovery\IMG\right_2018_04_19_20_36_42_598.jpg,13.25923,-0.321719,0.09595672,0
recovery\IMG\center_2018_04_19_20_36_42_669.jpg,recovery\IMG\left_2018_04_19_20_36_42_669.jpg,recovery\IMG\right_2018_04_19_20_36_42_669.jpg,12.94145,-0.1000237,0,0
recovery\IMG\center_2018_04_19_20_36_42_743.jpg,recovery\IMG\left_2018_04_19_20_36_42_743.jpg,recovery\IMG\right_2018_04_19_20_36_42_743.jpg,12.88272,0,0,0
recovery\IMG\center_2018_04_19_20_36_42_818.jpg,recovery\IMG\left_2018_04_19_20_36_42_818.jpg,recovery\IMG\right_2018_04_19_20_36_42_818.jpg,12.87407,0,0,0
recovery\IMG\center_2018_04_19_20_36_42_888.jpg,recovery\IMG\left_2018_04_19_20_36_42_888.jpg,recovery\IMG\right_2018_04_19_20_36_42_888.jpg,12.87619,0,0.2157436,0
recovery\IMG\center_2018_04_19_20_36_42_974.jpg,recovery\IMG\left_2018_04_19_20_36_42_974.jpg,recovery\IMG\right_2018_04_19_20_36_42_974.jpg,13.15498,-0.2,0.4474062,0
recovery\IMG\center_2018_04_19_20_36_43_048.jpg,recovery\IMG\left_2018_04_19_20_36_43_048.jpg,recovery\IMG\right_2018_04_19_20_36_43_048.jpg,13.18402,0,0.2047281,0
recovery\IMG\center_2018_04_19_20_36_43_195.jpg,recovery\IMG\left_2018_04_19_20_36_43_195.jpg,recovery\IMG\right_2018_04_19_20_36_43_195.jpg,13.30915,0,0,0
recovery\IMG\center_2018_04_19_20_36_43_331.jpg,recovery\IMG\left_2018_04_19_20_36_43_331.jpg,recovery\IMG\right_2018_04_19_20_36_43_331.jpg,13.06419,-0.15,0.2253761,0
recovery\IMG\center_2018_04_19_20_36_43_461.jpg,recovery\IMG\left_2018_04_19_20_36_43_461.jpg,recovery\IMG\right_2018_04_19_20_36_43_461.jpg,13.69542,-0.5000001,0.6303201,0
recovery\IMG\center_2018_04_19_20_36_43_531.jpg,recovery\IMG\left_2018_04_19_20_36_43_531.jpg,recovery\IMG\right_2018_04_19_20_36_43_531.jpg,14.22679,-0.4202292,0.8404111,0
recovery\IMG\center_2018_04_19_20_36_43_604.jpg,recovery\IMG\left_2018_04_19_20_36_43_604.jpg,recovery\IMG\right_2018_04_19_20_36_43_604.jpg,14.84203,-0.1987777,0.6189595,0
recovery\IMG\center_2018_04_19_20_36_43_673.jpg,recovery\IMG\left_2018_04_19_20_36_43_673.jpg,recovery\IMG\right_2018_04_19_20_36_43_673.jpg,14.98179,0,0.4060808,0
recovery\IMG\center_2018_04_19_20_36_43_769.jpg,recovery\IMG\left_2018_04_19_20_36_43_769.jpg,recovery\IMG\right_2018_04_19_20_36_43_769.jpg,15.05853,0,0.1425136,0
recovery\IMG\center_2018_04_19_20_36_43_896.jpg,recovery\IMG\left_2018_04_19_20_36_43_896.jpg,recovery\IMG\right_2018_04_19_20_36_43_896.jpg,14.85728,0,0,0
recovery\IMG\center_2018_04_19_20_36_43_968.jpg,recovery\IMG\left_2018_04_19_20_36_43_968.jpg,recovery\IMG\right_2018_04_19_20_36_43_968.jpg,14.75779,-0.15,0,0
recovery\IMG\center_2018_04_19_20_36_44_036.jpg,recovery\IMG\left_2018_04_19_20_36_44_036.jpg,recovery\IMG\right_2018_04_19_20_36_44_036.jpg,14.63679,-0.007454001,0,0
recovery\IMG\center_2018_04_19_20_36_44_106.jpg,recovery\IMG\left_2018_04_19_20_36_44_106.jpg,recovery\IMG\right_2018_04_19_20_36_44_106.jpg,14.54511,0,0,0
recovery\IMG\center_2018_04_19_20_36_44_177.jpg,recovery\IMG\left_2018_04_19_20_36_44_177.jpg,recovery\IMG\right_2018_04_19_20_36_44_177.jpg,14.42533,0,0,0
recovery\IMG\center_2018_04_19_20_36_44_248.jpg,recovery\IMG\left_2018_04_19_20_36_44_248.jpg,recovery\IMG\right_2018_04_19_20_36_44_248.jpg,14.33511,0,0,0
recovery\IMG\center_2018_04_19_20_36_44_338.jpg,recovery\IMG\left_2018_04_19_20_36_44_338.jpg,recovery\IMG\right_2018_04_19_20_36_44_338.jpg,14.44612,-0.2,0.2418993,0
recovery\IMG\center_2018_04_19_20_36_44_449.jpg,recovery\IMG\left_2018_04_19_20_36_44_449.jpg,recovery\IMG\right_2018_04_19_20_36_44_449.jpg,15.01585,-0.5000001,0.6151158,0
recovery\IMG\center_2018_04_19_20_36_44_529.jpg,recovery\IMG\left_2018_04_19_20_36_44_529.jpg,recovery\IMG\right_2018_04_19_20_36_44_529.jpg,15.50388,-0.7,0.8437891,0
recovery\IMG\center_2018_04_19_20_36_44_597.jpg,recovery\IMG\left_2018_04_19_20_36_44_597.jpg,recovery\IMG\right_2018_04_19_20_36_44_597.jpg,15.88103,-0.6272911,0.6272911,0
recovery\IMG\center_2018_04_19_20_36_44_672.jpg,recovery\IMG\left_2018_04_19_20_36_44_672.jpg,recovery\IMG\right_2018_04_19_20_36_44_672.jpg,16.17442,-0.4214416,0.4214416,0
recovery\IMG\center_2018_04_19_20_36_44_740.jpg,recovery\IMG\left_2018_04_19_20_36_44_740.jpg,recovery\IMG\right_2018_04_19_20_36_44_740.jpg,16.39178,-0.2133047,0.2133047,0
recovery\IMG\center_2018_04_19_20_36_44_805.jpg,recovery\IMG\left_2018_04_19_20_36_44_805.jpg,recovery\IMG\right_2018_04_19_20_36_44_805.jpg,16.10855,-0.000396408,0.000396408,0
recovery\IMG\center_2018_04_19_20_36_44_943.jpg,recovery\IMG\left_2018_04_19_20_36_44_943.jpg,recovery\IMG\right_2018_04_19_20_36_44_943.jpg,16.02449,0,0,0
recovery\IMG\center_2018_04_19_20_36_45_014.jpg,recovery\IMG\left_2018_04_19_20_36_45_014.jpg,recovery\IMG\right_2018_04_19_20_36_45_014.jpg,15.9014,0,0,0
recovery\IMG\center_2018_04_19_20_36_45_084.jpg,recovery\IMG\left_2018_04_19_20_36_45_084.jpg,recovery\IMG\right_2018_04_19_20_36_45_084.jpg,15.57237,0,0,0
recovery\IMG\center_2018_04_19_20_36_45_155.jpg,recovery\IMG\left_2018_04_19_20_36_45_155.jpg,recovery\IMG\right_2018_04_19_20_36_45_155.jpg,15.4435,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_251.jpg,recovery\IMG\left_2018_04_19_20_37_04_251.jpg,recovery\IMG\right_2018_04_19_20_37_04_251.jpg,7.962398,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_323.jpg,recovery\IMG\left_2018_04_19_20_37_04_323.jpg,recovery\IMG\right_2018_04_19_20_37_04_323.jpg,7.88874,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_392.jpg,recovery\IMG\left_2018_04_19_20_37_04_392.jpg,recovery\IMG\right_2018_04_19_20_37_04_392.jpg,7.791348,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_463.jpg,recovery\IMG\left_2018_04_19_20_37_04_463.jpg,recovery\IMG\right_2018_04_19_20_37_04_463.jpg,7.718846,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_533.jpg,recovery\IMG\left_2018_04_19_20_37_04_533.jpg,recovery\IMG\right_2018_04_19_20_37_04_533.jpg,7.622899,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_605.jpg,recovery\IMG\left_2018_04_19_20_37_04_605.jpg,recovery\IMG\right_2018_04_19_20_37_04_605.jpg,7.551488,0,0,0
recovery\IMG\center_2018_04_19_20_37_04_679.jpg,recovery\IMG\left_2018_04_19_20_37_04_679.jpg,recovery\IMG\right_2018_04_19_20_37_04_679.jpg,7.650792,0,0.2145761,0
recovery\IMG\center_2018_04_19_20_37_04_762.jpg,recovery\IMG\left_2018_04_19_20_37_04_762.jpg,recovery\IMG\right_2018_04_19_20_37_04_762.jpg,7.999495,0.2,0.4682196,0
recovery\IMG\center_2018_04_19_20_37_04_893.jpg,recovery\IMG\left_2018_04_19_20_37_04_893.jpg,recovery\IMG\right_2018_04_19_20_37_04_893.jpg,9.11108,0.5500001,0.8608319,0
recovery\IMG\center_2018_04_19_20_37_05_028.jpg,recovery\IMG\left_2018_04_19_20_37_05_028.jpg,recovery\IMG\right_2018_04_19_20_37_05_028.jpg,10.36836,0.8500001,1,0
recovery\IMG\center_2018_04_19_20_37_05_102.jpg,recovery\IMG\left_2018_04_19_20_37_05_102.jpg,recovery\IMG\right_2018_04_19_20_37_05_102.jpg,11.18118,1,1,0
recovery\IMG\center_2018_04_19_20_37_05_171.jpg,recovery\IMG\left_2018_04_19_20_37_05_171.jpg,recovery\IMG\right_2018_04_19_20_37_05_171.jpg,11.98706,0.7907289,1,0
recovery\IMG\center_2018_04_19_20_37_05_250.jpg,recovery\IMG\left_2018_04_19_20_37_05_250.jpg,recovery\IMG\right_2018_04_19_20_37_05_250.jpg,12.64342,0.5808164,0.7900875,0
recovery\IMG\center_2018_04_19_20_37_05_333.jpg,recovery\IMG\left_2018_04_19_20_37_05_333.jpg,recovery\IMG\right_2018_04_19_20_37_05_333.jpg,12.95522,0.3349117,0.5441828,0
recovery\IMG\center_2018_04_19_20_37_05_472.jpg,recovery\IMG\left_2018_04_19_20_37_05_472.jpg,recovery\IMG\right_2018_04_19_20_37_05_472.jpg,13.15818,0,0.131727,0
recovery\IMG\center_2018_04_19_20_37_05_601.jpg,recovery\IMG\left_2018_04_19_20_37_05_601.jpg,recovery\IMG\right_2018_04_19_20_37_05_601.jpg,13.25123,0,0,0
recovery\IMG\center_2018_04_19_20_37_05_751.jpg,recovery\IMG\left_2018_04_19_20_37_05_751.jpg,recovery\IMG\right_2018_04_19_20_37_05_751.jpg,12.95037,0,0.2452106,0
recovery\IMG\center_2018_04_19_20_37_05_876.jpg,recovery\IMG\left_2018_04_19_20_37_05_876.jpg,recovery\IMG\right_2018_04_19_20_37_05_876.jpg,13.80738,0,0.6426725,0
recovery\IMG\center_2018_04_19_20_37_05_961.jpg,recovery\IMG\left_2018_04_19_20_37_05_961.jpg,recovery\IMG\right_2018_04_19_20_37_05_961.jpg,14.66859,-0.2,0.8856494,0
recovery\IMG\center_2018_04_19_20_37_06_092.jpg,recovery\IMG\left_2018_04_19_20_37_06_092.jpg,recovery\IMG\right_2018_04_19_20_37_06_092.jpg,15.9819,-0.1652707,1,0
recovery\IMG\center_2018_04_19_20_37_06_162.jpg,recovery\IMG\left_2018_04_19_20_37_06_162.jpg,recovery\IMG\right_2018_04_19_20_37_06_162.jpg,16.80729,0,1,0
recovery\IMG\center_2018_04_19_20_37_06_301.jpg,recovery\IMG\left_2018_04_19_20_37_06_301.jpg,recovery\IMG\right_2018_04_19_20_37_06_301.jpg,17.51023,0,0.5873941,0
recovery\IMG\center_2018_04_19_20_37_06_431.jpg,recovery\IMG\left_2018_04_19_20_37_06_431.jpg,recovery\IMG\right_2018_04_19_20_37_06_431.jpg,18.13093,0,0.1940441,0
recovery\IMG\center_2018_04_19_20_37_06_509.jpg,recovery\IMG\left_2018_04_19_20_37_06_509.jpg,recovery\IMG\right_2018_04_19_20_37_06_509.jpg,17.62111,0,0,0
recovery\IMG\center_2018_04_19_20_37_06_647.jpg,recovery\IMG\left_2018_04_19_20_37_06_647.jpg,recovery\IMG\right_2018_04_19_20_37_06_647.jpg,17.93753,-0.15,0.2249283,0
recovery\IMG\center_2018_04_19_20_37_06_786.jpg,recovery\IMG\left_2018_04_19_20_37_06_786.jpg,recovery\IMG\right_2018_04_19_20_37_06_786.jpg,18.15852,-0.5000001,0.6396396,0
recovery\IMG\center_2018_04_19_20_37_06_917.jpg,recovery\IMG\left_2018_04_19_20_37_06_917.jpg,recovery\IMG\right_2018_04_19_20_37_06_917.jpg,19.26976,-0.8500001,1,0
recovery\IMG\center_2018_04_19_20_37_07_051.jpg,recovery\IMG\left_2018_04_19_20_37_07_051.jpg,recovery\IMG\right_2018_04_19_20_37_07_051.jpg,19.99341,-0.5950623,0.5950623,0
recovery\IMG\center_2018_04_19_20_37_07_120.jpg,recovery\IMG\left_2018_04_19_20_37_07_120.jpg,recovery\IMG\right_2018_04_19_20_37_07_120.jpg,20.4057,-0.3883533,0.3883533,0
recovery\IMG\center_2018_04_19_20_37_07_192.jpg,recovery\IMG\left_2018_04_19_20_37_07_192.jpg,recovery\IMG\right_2018_04_19_20_37_07_192.jpg,20.42565,-0.1725301,0.1725301,0
recovery\IMG\center_2018_04_19_20_37_07_264.jpg,recovery\IMG\left_2018_04_19_20_37_07_264.jpg,recovery\IMG\right_2018_04_19_20_37_07_264.jpg,20.1046,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_339.jpg,recovery\IMG\left_2018_04_19_20_37_07_339.jpg,recovery\IMG\right_2018_04_19_20_37_07_339.jpg,19.91314,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_415.jpg,recovery\IMG\left_2018_04_19_20_37_07_415.jpg,recovery\IMG\right_2018_04_19_20_37_07_415.jpg,19.71843,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_495.jpg,recovery\IMG\left_2018_04_19_20_37_07_495.jpg,recovery\IMG\right_2018_04_19_20_37_07_495.jpg,19.5099,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_582.jpg,recovery\IMG\left_2018_04_19_20_37_07_582.jpg,recovery\IMG\right_2018_04_19_20_37_07_582.jpg,19.34074,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_652.jpg,recovery\IMG\left_2018_04_19_20_37_07_652.jpg,recovery\IMG\right_2018_04_19_20_37_07_652.jpg,19.171,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_725.jpg,recovery\IMG\left_2018_04_19_20_37_07_725.jpg,recovery\IMG\right_2018_04_19_20_37_07_725.jpg,19.45707,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_816.jpg,recovery\IMG\left_2018_04_19_20_37_07_816.jpg,recovery\IMG\right_2018_04_19_20_37_07_816.jpg,18.82956,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_886.jpg,recovery\IMG\left_2018_04_19_20_37_07_886.jpg,recovery\IMG\right_2018_04_19_20_37_07_886.jpg,19.16648,0,0,0
recovery\IMG\center_2018_04_19_20_37_07_975.jpg,recovery\IMG\left_2018_04_19_20_37_07_975.jpg,recovery\IMG\right_2018_04_19_20_37_07_975.jpg,18.50188,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_046.jpg,recovery\IMG\left_2018_04_19_20_37_08_046.jpg,recovery\IMG\right_2018_04_19_20_37_08_046.jpg,18.86963,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_135.jpg,recovery\IMG\left_2018_04_19_20_37_08_135.jpg,recovery\IMG\right_2018_04_19_20_37_08_135.jpg,18.18955,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_297.jpg,recovery\IMG\left_2018_04_19_20_37_08_297.jpg,recovery\IMG\right_2018_04_19_20_37_08_297.jpg,17.88413,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_369.jpg,recovery\IMG\left_2018_04_19_20_37_08_369.jpg,recovery\IMG\right_2018_04_19_20_37_08_369.jpg,17.73378,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_514.jpg,recovery\IMG\left_2018_04_19_20_37_08_514.jpg,recovery\IMG\right_2018_04_19_20_37_08_514.jpg,18.45165,0,0.4362098,0
recovery\IMG\center_2018_04_19_20_37_08_582.jpg,recovery\IMG\left_2018_04_19_20_37_08_582.jpg,recovery\IMG\right_2018_04_19_20_37_08_582.jpg,18.50828,0,0.6392791,0
recovery\IMG\center_2018_04_19_20_37_08_659.jpg,recovery\IMG\left_2018_04_19_20_37_08_659.jpg,recovery\IMG\right_2018_04_19_20_37_08_659.jpg,18.70503,0,0.4055625,0
recovery\IMG\center_2018_04_19_20_37_08_748.jpg,recovery\IMG\left_2018_04_19_20_37_08_748.jpg,recovery\IMG\right_2018_04_19_20_37_08_748.jpg,18.67961,0,0.1427073,0
recovery\IMG\center_2018_04_19_20_37_08_830.jpg,recovery\IMG\left_2018_04_19_20_37_08_830.jpg,recovery\IMG\right_2018_04_19_20_37_08_830.jpg,18.94594,0,0,0
recovery\IMG\center_2018_04_19_20_37_08_984.jpg,recovery\IMG\left_2018_04_19_20_37_08_984.jpg,recovery\IMG\right_2018_04_19_20_37_08_984.jpg,18.19852,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_052.jpg,recovery\IMG\left_2018_04_19_20_37_09_052.jpg,recovery\IMG\right_2018_04_19_20_37_09_052.jpg,18.04682,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_153.jpg,recovery\IMG\left_2018_04_19_20_37_09_153.jpg,recovery\IMG\right_2018_04_19_20_37_09_153.jpg,18.36659,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_220.jpg,recovery\IMG\left_2018_04_19_20_37_09_220.jpg,recovery\IMG\right_2018_04_19_20_37_09_220.jpg,17.74644,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_289.jpg,recovery\IMG\left_2018_04_19_20_37_09_289.jpg,recovery\IMG\right_2018_04_19_20_37_09_289.jpg,17.59881,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_370.jpg,recovery\IMG\left_2018_04_19_20_37_09_370.jpg,recovery\IMG\right_2018_04_19_20_37_09_370.jpg,17.45216,0,0,0
recovery\IMG\center_2018_04_19_20_37_09_449.jpg,recovery\IMG\left_2018_04_19_20_37_09_449.jpg,recovery\IMG\right_2018_04_19_20_37_09_449.jpg,17.86761,0,0,0
recovery\IMG\center_2018_04_19_20_37_23_566.jpg,recovery\IMG\left_2018_04_19_20_37_23_566.jpg,recovery\IMG\right_2018_04_19_20_37_23_566.jpg,9.139273,0,0,0
recovery\IMG\center_2018_04_19_20_37_23_650.jpg,recovery\IMG\left_2018_04_19_20_37_23_650.jpg,recovery\IMG\right_2018_04_19_20_37_23_650.jpg,9.067009,0,0,0
recovery\IMG\center_2018_04_19_20_37_23_794.jpg,recovery\IMG\left_2018_04_19_20_37_23_794.jpg,recovery\IMG\right_2018_04_19_20_37_23_794.jpg,8.921185,0,0,0
recovery\IMG\center_2018_04_19_20_37_23_867.jpg,recovery\IMG\left_2018_04_19_20_37_23_867.jpg,recovery\IMG\right_2018_04_19_20_37_23_867.jpg,8.866605,0,0,0
recovery\IMG\center_2018_04_19_20_37_23_985.jpg,recovery\IMG\left_2018_04_19_20_37_23_985.jpg,recovery\IMG\right_2018_04_19_20_37_23_985.jpg,8.758148,0,0,0
recovery\IMG\center_2018_04_19_20_37_24_062.jpg,recovery\IMG\left_2018_04_19_20_37_24_062.jpg,recovery\IMG\right_2018_04_19_20_37_24_062.jpg,8.676029,-0.2,0,0
recovery\IMG\center_2018_04_19_20_37_24_132.jpg,recovery\IMG\left_2018_04_19_20_37_24_132.jpg,recovery\IMG\right_2018_04_19_20_37_24_132.jpg,8.757833,-0.4,0.2095354,0
recovery\IMG\center_2018_04_19_20_37_24_267.jpg,recovery\IMG\left_2018_04_19_20_37_24_267.jpg,recovery\IMG\right_2018_04_19_20_37_24_267.jpg,9.263919,-0.7,0.6170685,0
recovery\IMG\center_2018_04_19_20_37_24_340.jpg,recovery\IMG\left_2018_04_19_20_37_24_340.jpg,recovery\IMG\right_2018_04_19_20_37_24_340.jpg,9.877904,-0.9000002,0.8333843,0
recovery\IMG\center_2018_04_19_20_37_24_413.jpg,recovery\IMG\left_2018_04_19_20_37_24_413.jpg,recovery\IMG\right_2018_04_19_20_37_24_413.jpg,10.63327,-1,1,0
recovery\IMG\center_2018_04_19_20_37_24_495.jpg,recovery\IMG\left_2018_04_19_20_37_24_495.jpg,recovery\IMG\right_2018_04_19_20_37_24_495.jpg,11.44561,-1,1,0
recovery\IMG\center_2018_04_19_20_37_24_638.jpg,recovery\IMG\left_2018_04_19_20_37_24_638.jpg,recovery\IMG\right_2018_04_19_20_37_24_638.jpg,12.72415,-1,1,0
recovery\IMG\center_2018_04_19_20_37_24_715.jpg,recovery\IMG\left_2018_04_19_20_37_24_715.jpg,recovery\IMG\right_2018_04_19_20_37_24_715.jpg,13.66063,-1,1,0
recovery\IMG\center_2018_04_19_20_37_24_818.jpg,recovery\IMG\left_2018_04_19_20_37_24_818.jpg,recovery\IMG\right_2018_04_19_20_37_24_818.jpg,14.59715,-0.7004932,0.7004933,0
recovery\IMG\center_2018_04_19_20_37_24_940.jpg,recovery\IMG\left_2018_04_19_20_37_24_940.jpg,recovery\IMG\right_2018_04_19_20_37_24_940.jpg,14.93178,-0.3061349,0.3061349,0
recovery\IMG\center_2018_04_19_20_37_25_025.jpg,recovery\IMG\left_2018_04_19_20_37_25_025.jpg,recovery\IMG\right_2018_04_19_20_37_25_025.jpg,14.95004,-0.06625368,0.06625368,0
recovery\IMG\center_2018_04_19_20_37_25_104.jpg,recovery\IMG\left_2018_04_19_20_37_25_104.jpg,recovery\IMG\right_2018_04_19_20_37_25_104.jpg,14.82919,0,0,0
recovery\IMG\center_2018_04_19_20_37_25_184.jpg,recovery\IMG\left_2018_04_19_20_37_25_184.jpg,recovery\IMG\right_2018_04_19_20_37_25_184.jpg,14.90727,-0.2,0.2441868,0
recovery\IMG\center_2018_04_19_20_37_25_263.jpg,recovery\IMG\left_2018_04_19_20_37_25_263.jpg,recovery\IMG\right_2018_04_19_20_37_25_263.jpg,15.23727,-0.4,0.4782767,0
recovery\IMG\center_2018_04_19_20_37_25_343.jpg,recovery\IMG\left_2018_04_19_20_37_25_343.jpg,recovery\IMG\right_2018_04_19_20_37_25_343.jpg,15.43222,-0.2351304,0.2351304,0
recovery\IMG\center_2018_04_19_20_37_25_423.jpg,recovery\IMG\left_2018_04_19_20_37_25_423.jpg,recovery\IMG\right_2018_04_19_20_37_25_423.jpg,15.35885,0,0,0
recovery\IMG\center_2018_04_19_20_37_25_502.jpg,recovery\IMG\left_2018_04_19_20_37_25_502.jpg,recovery\IMG\right_2018_04_19_20_37_25_502.jpg,15.25045,0,0,0
recovery\IMG\center_2018_04_19_20_37_25_578.jpg,recovery\IMG\left_2018_04_19_20_37_25_578.jpg,recovery\IMG\right_2018_04_19_20_37_25_578.jpg,15.13774,0,0,0
recovery\IMG\center_2018_04_19_20_37_25_658.jpg,recovery\IMG\left_2018_04_19_20_37_25_658.jpg,recovery\IMG\right_2018_04_19_20_37_25_658.jpg,15.14483,0,0.2353767,0
recovery\IMG\center_2018_04_19_20_37_25_737.jpg,recovery\IMG\left_2018_04_19_20_37_25_737.jpg,recovery\IMG\right_2018_04_19_20_37_25_737.jpg,15.45682,0,0.4703776,0
recovery\IMG\center_2018_04_19_20_37_25_834.jpg,recovery\IMG\left_2018_04_19_20_37_25_834.jpg,recovery\IMG\right_2018_04_19_20_37_25_834.jpg,15.89156,0,0.7537882,0
recovery\IMG\center_2018_04_19_20_37_25_906.jpg,recovery\IMG\left_2018_04_19_20_37_25_906.jpg,recovery\IMG\right_2018_04_19_20_37_25_906.jpg,16.68937,0,0.9883093,0
recovery\IMG\center_2018_04_19_20_37_25_995.jpg,recovery\IMG\left_2018_04_19_20_37_25_995.jpg,recovery\IMG\right_2018_04_19_20_37_25_995.jpg,17.70107,0,1,0
recovery\IMG\center_2018_04_19_20_37_26_065.jpg,recovery\IMG\left_2018_04_19_20_37_26_065.jpg,recovery\IMG\right_2018_04_19_20_37_26_065.jpg,18.33933,0,1,0
